3,François Tremblay,,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,+1 (514) 721-4711,,ftremblay@gmail.com,317,2012-10-28,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,3.96
3,François Tremblay,,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,+1 (514) 721-4711,,ftremblay@gmail.com,339,2013-01-30,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,5.94
3,François Tremblay,,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,+1 (514) 721-4711,,ftremblay@gmail.com,391,2013-09-20,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,0.99
4,Bjørn Hansen,,Ullevålsveien 14,Oslo,,Norway,0171,+47 22 44 22 22,,bjorn.hansen@yahoo.no,2,2009-01-02,Ullevålsveien 14,Oslo,,Norway,0171,3.96
4,Bjørn Hansen,,Ullevålsveien 14,Oslo,,Norway,0171,+47 22 44 22 22,,bjorn.hansen@yahoo.no,24,2009-04-06,Ullevålsveien 14,Oslo,,Norway,0171,5.94
4,Bjørn Hansen,,Ullevålsveien 14,Oslo,,Norway,0171,+47 22 44 22 22,,bjorn.hansen@yahoo.no,76,2009-11-25,Ullevålsveien 14,Oslo,,Norway,0171,0.99
4,Bjørn Hansen,,Ullevålsveien 14,Oslo,,Norway,0171,+47 22 44 22 22,,bjorn.hansen@yahoo.no,197,2011-05-19,Ullevålsveien 14,Oslo,,Norway,0171,1.98
4,Bjørn Hansen,,Ullevålsveien 14,Oslo,,Norway,0171,+47 22 44 22 22,,bjorn.hansen@yahoo.no,208,2011-06-29,Ullevålsveien 14,Oslo,,Norway,0171,15.86
4,Bjørn Hansen,,Ullevålsveien 14,Oslo,,Norway,0171,+47 22 44 22 22,,bjorn.hansen@yahoo.no,263,2012-02-27,Ullevålsveien 14,Oslo,,Norway,0171,8.91
4,Bjørn Hansen,,Ullevålsveien 14,Oslo,,Norway,0171,+47 22 44 22 22,,bjorn.hansen@yahoo.no,392,2013-10-03,Ullevålsveien 14,Oslo,,Norway,0171,1.98
5,František Wichterlová,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,14700,+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,77,2009-12-08,Klanova 9/506,Prague,,Czech Republic,14700,1.98
5,František Wichterlová,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,14700,+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,100,2010-03-12,Klanova 9/506,Prague,,Czech Republic,14700,3.96
5,František Wichterlová,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,14700,+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,122,2010-06-14,Klanova 9/506,Prague,,Czech Republic,14700,5.94
5,František Wichterlová,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,14700,+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,174,2011-02-02,Klanova 9/506,Prague,,Czech Republic,14700,0.99
5,František Wichterlová,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,14700,+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,295,2012-07-26,Klanova 9/506,Prague,,Czech Republic,14700,1.98
5,František Wichterlová,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,14700,+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,306,2012-09-05,Klanova 9/506,Prague,,Czech Republic,14700,16.86
5,František Wichterlová,JetBrains s.r.o.,Klanova 9/506,Prague,,Czech Republic,14700,+420 2 4172 5555,+420 2 4172 5555,frantisekw@jetbrains.com,361,2013-05-06,Klanova 9/506,Prague,,Czech Republic,14700,8.91
6,Helena Holý,,Rilská 3174/6,Prague,,Czech Republic,14300,+420 2 4177 0449,,hholy@gmail.com,46,2009-07-11,Rilská 3174/6,Prague,,Czech Republic,14300,8.91
6,Helena Holý,,Rilská 3174/6,Prague,,Czech Republic,14300,+420 2 4177 0449,,hholy@gmail.com,175,2011-02-15,Rilská 3174/6,Prague,,Czech Republic,14300,1.98
6,Helena Holý,,Rilská 3174/6,Prague,,Czech Republic,14300,+420 2 4177 0449,,hholy@gmail.com,198,2011-05-20,Rilská 3174/6,Prague,,Czech Republic,14300,3.96
6,Helena Holý,,Rilská 3174/6,Prague,,Czech Republic,14300,+420 2 4177 0449,,hholy@gmail.com,220,2011-08-22,Rilská 3174/6,Prague,,Czech Republic,14300,5.94
6,Helena Holý,,Rilská 3174/6,Prague,,Czech Republic,14300,+420 2 4177 0449,,hholy@gmail.com,272,2012-04-11,Rilská 3174/6,Prague,,Czech Republic,14300,0.99
6,Helena Holý,,Rilská 3174/6,Prague,,Czech Republic,14300,+420 2 4177 0449,,hholy@gmail.com,393,2013-10-03,Rilská 3174/6,Prague,,Czech Republic,14300,1.98
6,Helena Holý,,Rilská 3174/6,Prague,,Czech Republic,14300,+420 2 4177 0449,,hholy@gmail.com,404,2013-11-13,Rilská 3174/6,Prague,,Czech Republic,14300,25.86
7,Astrid Gruber,,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,+43 01 5134505,,astrid.gruber@apple.at,78,2009-12-08,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,1.98
7,Astrid Gruber,,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,+43 01 5134505,,astrid.gruber@apple.at,89,2010-01-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,18.86
7,Astrid Gruber,,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,+43 01 5134505,,astrid.gruber@apple.at,144,2010-09-18,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,8.91
7,Astrid Gruber,,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,+43 01 5134505,,astrid.gruber@apple.at,273,2012-04-24,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,1.98
7,Astrid Gruber,,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,+43 01 5134505,,astrid.gruber@apple.at,296,2012-07-27,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,3.96
7,Astrid Gruber,,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,+43 01 5134505,,astrid.gruber@apple.at,318,2012-10-29,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,5.94
7,Astrid Gruber,,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,+43 01 5134505,,astrid.gruber@apple.at,370,2013-06-19,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,0.99
8,Daan Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,3,2009-01-03,Grétrystraat 63,Brussels,,Belgium,1000,5.94
8,Daan Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,55,2009-08-24,Grétrystraat 63,Brussels,,Belgium,1000,0.99
8,Daan Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,176,2011-02-15,Grétrystraat 63,Brussels,,Belgium,1000,1.98
8,Daan Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,187,2011-03-28,Grétrystraat 63,Brussels,,Belgium,1000,13.86
8,Daan Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,242,2011-11-26,Grétrystraat 63,Brussels,,Belgium,1000,8.91
8,Daan Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,371,2013-07-02,Grétrystraat 63,Brussels,,Belgium,1000,1.98
8,Daan Peeters,,Grétrystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,394,2013-10-04,Grétrystraat 63,Brussels,,Belgium,1000,3.96
9,Kara Nielsen,,Sønder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,56,2009-09-06,Sønder Boulevard 51,Copenhagen,,Denmark,1720,1.98
9,Kara Nielsen,,Sønder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,79,2009-12-09,Sønder Boulevard 51,Copenhagen,,Denmark,1720,3.96
9,Kara Nielsen,,Sønder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,101,2010-03-13,Sønder Boulevard 51,Copenhagen,,Denmark,1720,5.94
9,Kara Nielsen,,Sønder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,153,2010-11-01,Sønder Boulevard 51,Copenhagen,,Denmark,1720,0.99
9,Kara Nielsen,,Sønder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,274,2012-04-24,Sønder Boulevard 51,Copenhagen,,Denmark,1720,1.98
9,Kara Nielsen,,Sønder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,285,2012-06-04,Sønder Boulevard 51,Copenhagen,,Denmark,1720,13.86
9,Kara Nielsen,,Sønder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,340,2013-02-02,Sønder Boulevard 51,Copenhagen,,Denmark,1720,8.91
10,Eduardo Martins,Woodstock Discos,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,+55 (11) 3033-5446,+55 (11) 3033-4564,eduardo@woodstock.com.br,25,2009-04-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91
10,Eduardo Martins,Woodstock Discos,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,+55 (11) 3033-5446,+55 (11) 3033-4564,eduardo@woodstock.com.br,154,2010-11-14,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,1.98
10,Eduardo Martins,Woodstock Discos,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,+55 (11) 3033-5446,+55 (11) 3033-4564,eduardo@woodstock.com.br,177,2011-02-16,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,3.96
10,Eduardo Martins,Woodstock Discos,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,+55 (11) 3033-5446,+55 (11) 3033-4564,eduardo@woodstock.com.br,199,2011-05-21,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,5.94
10,Eduardo Martins,Woodstock Discos,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,+55 (11) 3033-5446,+55 (11) 3033-4564,eduardo@woodstock.com.br,251,2012-01-09,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,0.99
10,Eduardo Martins,Woodstock Discos,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,+55 (11) 3033-5446,+55 (11) 3033-4564,eduardo@woodstock.com.br,372,2013-07-02,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,1.98
10,Eduardo Martins,Woodstock Discos,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,+55 (11) 3033-5446,+55 (11) 3033-4564,eduardo@woodstock.com.br,383,2013-08-12,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,13.86
11,Alexandre Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,57,2009-09-06,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,1.98
11,Alexandre Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,68,2009-10-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,13.86
11,Alexandre Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,123,2010-06-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,8.91
11,Alexandre Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,252,2012-01-22,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,1.98
11,Alexandre Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,275,2012-04-25,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,3.96
11,Alexandre Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,297,2012-07-28,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,5.94
11,Alexandre Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,349,2013-03-18,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,0.99
12,Roberto Almeida,Riotur,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,+55 (21) 2271-7000,+55 (21) 2271-7070,roberto.almeida@riotur.gov.br,34,2009-05-23,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,0.99
12,Roberto Almeida,Riotur,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,+55 (21) 2271-7000,+55 (21) 2271-7070,roberto.almeida@riotur.gov.br,155,2010-11-14,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,1.98
12,Roberto Almeida,Riotur,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,+55 (21) 2271-7000,+55 (21) 2271-7070,roberto.almeida@riotur.gov.br,166,2010-12-25,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,13.86
12,Roberto Almeida,Riotur,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,+55 (21) 2271-7000,+55 (21) 2271-7070,roberto.almeida@riotur.gov.br,221,2011-08-25,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,8.91
12,Roberto Almeida,Riotur,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,+55 (21) 2271-7000,+55 (21) 2271-7070,roberto.almeida@riotur.gov.br,350,2013-03-31,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,1.98
12,Roberto Almeida,Riotur,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,+55 (21) 2271-7000,+55 (21) 2271-7070,roberto.almeida@riotur.gov.br,373,2013-07-03,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,3.96
12,Roberto Almeida,Riotur,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,+55 (21) 2271-7000,+55 (21) 2271-7070,roberto.almeida@riotur.gov.br,395,2013-10-05,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,5.94
13,Fernanda Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,35,2009-06-05,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98
13,Fernanda Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,58,2009-09-07,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,3.96
13,Fernanda Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,80,2009-12-10,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,5.94
13,Fernanda Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,132,2010-07-31,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,0.99
13,Fernanda Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,253,2012-01-22,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98
13,Fernanda Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,264,2012-03-03,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,13.86
13,Fernanda Ramos,,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,+55 (61) 3363-5547,+55 (61) 3363-7855,fernadaramos4@uol.com.br,319,2012-11-01,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,8.91
14,Mark Philips,Telus,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,+1 (780) 434-4554,+1 (780) 434-5565,mphilips12@shaw.ca,4,2009-01-06,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91
14,Mark Philips,Telus,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,+1 (780) 434-4554,+1 (780) 434-5565,mphilips12@shaw.ca,133,2010-08-13,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,1.98
14,Mark Philips,Telus,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,+1 (780) 434-4554,+1 (780) 434-5565,mphilips12@shaw.ca,156,2010-11-15,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,3.96
14,Mark Philips,Telus,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,+1 (780) 434-4554,+1 (780) 434-5565,mphilips12@shaw.ca,178,2011-02-17,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,5.94
14,Mark Philips,Telus,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,+1 (780) 434-4554,+1 (780) 434-5565,mphilips12@shaw.ca,230,2011-10-08,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,0.99
14,Mark Philips,Telus,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,+1 (780) 434-4554,+1 (780) 434-5565,mphilips12@shaw.ca,351,2013-03-31,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,1.98
14,Mark Philips,Telus,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,+1 (780) 434-4554,+1 (780) 434-5565,mphilips12@shaw.ca,362,2013-05-11,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,13.86
15,Jennifer Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,36,2009-06-05,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,1.98
15,Jennifer Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,47,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86
15,Jennifer Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,102,2010-03-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,9.91
15,Jennifer Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,231,2011-10-21,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,1.98
15,Jennifer Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,254,2012-01-23,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,3.96
15,Jennifer Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,276,2012-04-26,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,5.94
15,Jennifer Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,328,2012-12-15,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,0.99
16,Frank Harris,Google Inc.,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,+1 (650) 253-0000,+1 (650) 253-0000,fharris@google.com,13,2009-02-19,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,0.99
16,Frank Harris,Google Inc.,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,+1 (650) 253-0000,+1 (650) 253-0000,fharris@google.com,134,2010-08-13,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,1.98
16,Frank Harris,Google Inc.,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,+1 (650) 253-0000,+1 (650) 253-0000,fharris@google.com,145,2010-09-23,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,13.86
16,Frank Harris,Google Inc.,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,+1 (650) 253-0000,+1 (650) 253-0000,fharris@google.com,200,2011-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91
16,Frank Harris,Google Inc.,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,+1 (650) 253-0000,+1 (650) 253-0000,fharris@google.com,329,2012-12-28,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,1.98
16,Frank Harris,Google Inc.,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,+1 (650) 253-0000,+1 (650) 253-0000,fharris@google.com,352,2013-04-01,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,3.96
16,Frank Harris,Google Inc.,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,+1 (650) 253-0000,+1 (650) 253-0000,fharris@google.com,374,2013-07-04,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,5.94
17,Jack Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,14,2009-03-04,1 Microsoft Way,Redmond,WA,USA,98052-8300,1.98
